gene	disease
SMAD7	Colorectal cancer 3
SMAD9	Primary pulmonary hypertension 2
SMARCA2	Nicolaides-Baraitser syndrome
SMARCA4	Rhabdoid tumor predisposition syndrome 2
SMARCA4	Mental retardation, autosomal dominant 16
SMARCAD1	Basan syndrome
SMARCAD1	Adermatoglyphia
SMARCAD1	Keratoderma with scleroatrophy of the extremities
SMARCAL1	Schimke immuno-osseous dysplasia
SMARCB1	Schwannomatosis
SMARCB1	Schwannomatosis 1
SMARCB1	Rhabdoid tumor predisposition syndrome 1
SMARCB1	Mental retardation, autosomal dominant 15
SMARCC2	COFFIN-SIRIS SYNDROME 8
SMARCD1	COFFIN-SIRIS SYNDROME 11
SMARCD2	Specific granule deficiency 2
SMARCE1	Coffin-Siris syndrome 5
SMARCE1	Meningioma, familial
SMC1A	Congenital muscular hypertrophy-cerebral syndrome
SMC1A	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 85, WITH OR WITHOUT MIDLINE BRAIN DEFECTS
SMC3	Cornelia de Lange syndrome 3
SMCHD1	Arhinia choanal atresia microphthalmia
SMCHD1	Facioscapulohumeral muscular dystrophy 2
SMG9	Heart and brain malformation syndrome
SMIM1	Vel blood group system
SMN1	Kugelberg-Welander disease
SMN1	Werdnig-Hoffmann disease
SMN1	Adult spinal muscular atrophy
SMN1	Spinal muscular atrophy, type II
SMN2	Kugelberg-Welander disease
SMNDC1	Spinal muscular atrophy
SMO	BCC1
SMO	BCC1
SMO	Hamartoma of hypothalamus
SMO	Curry-Jones syndrome
SMOC1	Microphthalmia with limb anomalies
SMOC2	Dentin dysplasia, type 1
SMPD1	Niemann-Pick disease, type B
SMPD1	Niemann-Pick disease, type A
SMPD4	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ARTHROGRYPOSIS, AND STRUCTURAL BRAIN ANOMALIES
SMPX	Deafness, X-linked 4
SMPX	Hereditary hearing loss and deafness
SMS	Syndromic X-linked intellectual disability Snyder type
SNAI2	Waardenburg syndrome type 2D
SNAI2	Partial albinism
SNAP25	Myasthenic syndrome, congenital, 18
SNAP29	CEDNIK syndrome
SNCA	Lewy body dementia
SNCA	Parkinson disease 4
SNCA	Parkinson disease 1
SNCAIP	Parkinson disease, late-onset
SNCB	Lewy body dementia
SNIP1	Psychomotor retardation, epilepsy, and craniofacial dysmorphism
SNORD115-1	Prader-Willi syndrome
SNORD116-1	Prader-Willi syndrome
SNORD118	Leukoencephalopathy, brain calcifications, and cysts
SNRNP200	Retinitis pigmentosa 33
SNRPB	Cerebro-costo-mandibular syndrome
SNRPE	Hypotrichosis 11
SNRPN	Prader-Willi syndrome
SNRPN	Autistic disorder of childhood onset
SNTA1	Long QT syndrome 12
SNX10	Osteopetrosis, autosomal recessive 8
SNX14	Spinocerebellar ataxia, autosomal recessive 20
SOBP	Mental retardation, anterior maxillary protrusion, and strabismus
SOD1	Amyotrophic lateral sclerosis type 1
SOD1	SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE
SOD2	Microvascular complications of diabetes 6
SOHLH1	OVARIAN DYSGENESIS 5
SOHLH1	SPERMATOGENIC FAILURE 32
SON	ZTTK syndrome
SORD	SORBITOL DEHYDROGENASE DEFICIENCY WITH PERIPHERAL NEUROPATHY
SORT1	Low density lipoprotein cholesterol level quantitative trait locus 6
SOS1	Gingival fibromatosis 1
SOS1	Noonan syndrome 4
SOS2	Noonan syndrome 9
SOST	Sclerosteosis 1
SOST	Craniodiaphyseal dysplasia, autosomal dominant
SOST	Hyperphosphatasemia tarda
SOX10	Waardenburg syndrome type 4C
SOX10	Waardenburg syndrome type 2E
SOX10	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease
SOX11	Mental retardation, autosomal dominant 27
SOX17	Vesicoureteral reflux 3
SOX18	Glomerulonephritis with sparse hair and telangiectases
SOX18	Hypotrichosis-lymphedema-telangiectasia syndrome
SOX2	Anophthalmia/microphthalmia-esophageal atresia syndrome
SOX3	Panhypopituitarism, X-linked
SOX3	Mental retardation with panhypopituitarism, X-linked
SOX4	COFFIN-SIRIS SYNDROME 10
SOX5	Lamb-shaffer syndrome
SOX6	TOLCHIN-LE CAIGNEC SYNDROME
SOX9	Camptomelic dysplasia
SP110	Hepatic veno-occlusive disease-immunodeficiency syndrome
SP110	Mycobacterium tuberculosis, susceptibility to
SP7	Osteogenesis imperfecta type 12
SPAG1	Ciliary dyskinesia, primary, 28
SPARC	Osteogenesis imperfecta, type xvii
SPART	Troyer syndrome
SPAST	Spastic paraplegia 4, autosomal dominant
SPATA16	Globozoospermia
SPATA5	Epilepsy, hearing loss, and mental retardation syndrome
SPATA7	Leber congenital amaurosis 3
SPECC1L	Oculomaxillofacial dysostosis
SPECC1L	Hypertelorism, Teebi type
SPECC1L	Opitz GBBB syndrome, type II
SPEF2	SPERMATOGENIC FAILURE 43
SPEG	Myopathy, centronuclear, 5
SPG11	Spastic paraplegia 11, autosomal recessive
SPG11	Charcot-Marie-Tooth disease, axonal type 2X
SPG11	Amyotrophic lateral sclerosis type 5
SPG21	Mast syndrome
SPG7	Hereditary spastic paraplegia 7
SPINK1	Tropical calcific pancreatitis
SPINK1	Hereditary pancreatitis
SPINK2	Spermatogenic failure 29
SPINK5	Netherton syndrome
SPINT2	Congenital secretory diarrhea, sodium type
SPNS2	DEAFNESS, AUTOSOMAL RECESSIVE 115
SPOP	Neurodevelopmental disorder with relative macrocephaly and with or without cardiac or endocrine anomalies
SPOP	Neurodevelopmental disorder with microcephaly and dysmorphic facies
SPR	Dopa-responsive dystonia due to sepiapterin reductase deficiency
SPRED1	Legius syndrome
SPRTN	Ruijs-Aalfs syndrome
SPRY2	IgA nephropathy, susceptibility to, 3
SPRY4	Hypogonadotropic hypogonadism 7 with or without anosmia
SPRY4	Hypogonadotropic hypogonadism 17 with or without anosmia
SPTA1	Spherocytosis type 3
SPTA1	Hereditary pyropoikilocytosis
SPTA1	Elliptocytosis 2
SPTAN1	Early infantile epileptic encephalopathy 5
SPTB	Spherocytosis type 2
SPTB	Elliptocytosis 3
SPTBN2	Spinocerebellar ataxia, autosomal recessive 14
SPTBN2	Spinocerebellar ataxia type 5
SPTBN4	Myopathy, congenital, with neuropathy and deafness
SPTLC1	Neuropathy, hereditary sensory and autonomic, type 1A
SPTLC1	Hereditary sensory and autonomic neuropathy type 1
SPTLC2	Hereditary sensory and autonomic neuropathy type IC
SQSTM1	Frontotemporal dementia and/or amyotrophic lateral sclerosis 3
SQSTM1	Distal myopathy with rimmed vacuoles
SQSTM1	Paget disease of bone 3
SQSTM1	Neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset
SRA1	Hypogonadotropic hypogonadism 7 with or without anosmia
SRC	Thrombocytopenia 6
SRC	Colorectal cancer
SRCAP	Floating-Harbor syndrome
SRD5A2	3-Oxo-5 alpha-steroid delta 4-dehydrogenase deficiency
SRD5A3	Kahrizi syndrome
SRD5A3	Congenital disorder of glycosylation type 1Q
SREBF1	IFAP SYNDROME 2
SRGAP1	Follicular thyroid carcinoma
SRP54	Shwachman-Diamond syndrome 1
SRP54	NEUTROPENIA, SEVERE CONGENITAL, 8, AUTOSOMAL DOMINANT
SRP54	Shwachman syndrome
SRP72	Bone marrow failure syndrome 1
SRPX2	Rolandic epilepsy with mental retardation and speech dyspraxia, X-linked
SRY	46,XY sex reversal, type 1
SRY	46,XX sex reversal, type 1
SSBP1	Optic atrophy with negative electroretinograms
SSR4	Congenital disorder of glycosylation
SSR4	Congenital disorder of glycosylation type 1y
SSX1	Synovial sarcoma
SSX2	Synovial sarcoma
ST14	Ichthyosis, congenital, autosomal recessive 11
ST3GAL3	Early infantile epileptic encephalopathy 15
ST3GAL3	Mental retardation, autosomal recessive 12
ST3GAL5	Salt and pepper developmental regression syndrome
STAC3	Bailey-Bloch congenital myopathy
STAG1	Intellectual disability, autosomal dominant 47
STAG2	HOLOPROSENCEPHALY 13, X-LINKED
STAG2	MULLEGAMA-KLEIN-MARTINEZ SYNDROME
STAG3	Premature ovarian failure 8
STAMBP	Microcephaly-capillary malformation syndrome
STAR	Cholesterol monooxygenase (side-chain cleaving) deficiency
STARD7	Epilepsy, familial adult myoclonic 2
STAT1	Immunodeficiency 31C
STAT1	Mycobacterial and viral infections, susceptibility to, autosomal recessive
STAT1	Immunodeficiency 31a
STAT2	Immunodeficiency 44
STAT2	PSEUDO-TORCH SYNDROME 3
STAT3	Autoimmune disease, multisystem, infantile-onset, 1
STAT3	Hyper-IgE recurrent infection syndrome 1, autosomal dominant
STAT4	Systemic lupus erythematosus 11
STAT5B	Laron syndrome with immunodeficiency
STAT5B	GROWTH HORMONE INSENSITIVITY SYNDROME WITH IMMUNE DYSREGULATION 2, AUTOSOMAL DOMINANT
STEAP3	Hypochromic microcytic anemia with iron overload 2
STIL	Primary autosomal recessive microcephaly 7
STIM1	Stormorken syndrome
STIM1	Combined immunodeficiency due to STIM1 deficiency
STIM1	Myopathy, tubular aggregate, 1
STING1	Sting-associated vasculopathy, infantile-onset
STK11	Malignant tumor of testis
STK11	Carcinoma of pancreas
STK11	Peutz-Jeghers syndrome
STK4	T-cell immunodeficiency, recurrent infections, and autoimmunity with or without cardiac malformations
STN1	Cerebroretinal microangiopathy with calcifications and cysts 2
STOX1	Preeclampsia/eclampsia 4
STRA6	Microphthalmia syndromic 9
STRADA	Polyhydramnios, megalencephaly, and symptomatic epilepsy
STRC	Spermatogenic failure 7
STRC	Deafness, autosomal recessive 16
STRC	Deafness-infertility syndrome
STS	X-linked ichthyosis with steryl-sulfatase deficiency
STT3A	Congenital disorder of glycosylation type 1w
STT3B	Congenital disorder of glycosylation type 1x
STUB1	SPINOCEREBELLAR ATAXIA 48
STUB1	Spinocerebellar ataxia, autosomal recessive 16
STX11	Familial hemophagocytic lymphohistiocytosis 4
STX16	Pseudohypoparathyroidism type 1B
STX1B	Generalized epilepsy with febrile seizures plus, type 9
STXBP1	Early infantile epileptic encephalopathy 4
STXBP2	Hemophagocytic lymphohistiocytosis, familial, 5
SUCLA2	Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria)
SUCLG1	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic with methylmalonic aciduria)
SUFU	Medulloblastoma
SUFU	Gorlin syndrome
SUFU	JOUBERT SYNDROME 32
SUFU	Meningioma, familial
SUGCT	Glutaryl-CoA oxidase deficiency
SULT2B1	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 14
SUMF1	Multiple sulfatase deficiency
SUMO1	Orofacial cleft 10
SUMO4	Diabetes mellitus, insulin-dependent, 5
SUN5	Spermatogenic failure 16
SUOX	Isolated sulfite oxidase deficiency
SURF1	Leigh syndrome
SURF1	Charcot-Marie-Tooth disease, type 4k
SUZ12	IMAGAWA-MATSUMOTO SYNDROME
SVBP	NEURODEVELOPMENTAL DISORDER WITH ATAXIA, HYPOTONIA, AND MICROCEPHALY
SYCE1	Spermatogenic failure 15
SYCE1	Premature ovarian failure 12
SYCP2	Oligosynaptic infertility
SYCP3	Spermatogenic failure 4
SYN1	Epilepsy, X-linked, with variable learning disabilities and behavior disorders
SYN2	Schizophrenia
SYNE1	Emery-Dreifuss muscular dystrophy 4, autosomal dominant
SYNE1	Spinocerebellar ataxia, autosomal recessive 8
SYNE1	ARTHROGRYPOSIS MULTIPLEX CONGENITA 3, MYOGENIC TYPE
SYNE2	Emery-Dreifuss muscular dystrophy 5, autosomal dominant
SYNE4	Deafness, autosomal recessive 76
SYNGAP1	Mental retardation, autosomal dominant 5
SYNJ1	Epileptic encephalopathy, early infantile, 53
SYNJ1	Parkinson disease 20, early-onset
SYP	Mental retardation, X-linked 96
SYT1	Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome
SYT14	Spinocerebellar ataxia, autosomal recessive 11
SYT2	Myasthenic syndrome, congenital, 7, presynaptic
SZT2	Early infantile epileptic encephalopathy 18
TAB2	Congenital heart defects, multiple types, 2
TAC3	Hypogonadotropic hypogonadism 10 with or without anosmia
TACO1	Mitochondrial complex IV deficiency
TACR3	Hypogonadotropic hypogonadism 11 with or without anosmia
TACSTD2	Lattice corneal dystrophy Type III
TAF1	X-linked dystonia-parkinsonism
TAF1	Mental retardation, X-linked, syndromic 33
TAF13	Mental retardation, autosomal recessive 60
TAF15	Extraskeletal myxoid chondrosarcoma
TAF2	Mental retardation, autosomal recessive 40
TAF4B	Spermatogenic failure 13
TAF6	Alazami-Yuan syndrome
TAL1	Acute lymphoid leukemia
TAL2	Acute lymphoid leukemia
TALDO1	Deficiency of transaldolase
TANC2	INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISTIC FEATURES AND LANGUAGE DELAY, WITH OR WITHOUT SEIZURES
TANGO2	METABOLIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION
TAP1	Bare lymphocyte syndrome type 1
TAP2	Bare lymphocyte syndrome type 1
TAPBP	Bare lymphocyte syndrome type 1
TAPT1	Osteochondrodysplasia, complex lethal, symoens-barnes-gistelinck type
TARDBP	TARDBP-related frontotemporal dementia
TARDBP	Amyotrophic lateral sclerosis type 10
TARS1	TRICHOTHIODYSTROPHY 7, NONPHOTOSENSITIVE
TARS2	Combined oxidative phosphorylation deficiency 21
TAS2R16	BETA-GLUCOPYRANOSIDE TASTING
TAS2R38	Thiourea tasting
TASP1	SULEIMAN-EL-HATTAB SYNDROME
TAT	Tyrosinemia type II
TAZ	3-Methylglutaconic aciduria type 2
TAZ	Primary dilated cardiomyopathy
TBC1D20	Warburg micro syndrome 4
TBC1D23	PONTOCEREBELLAR HYPOPLASIA, TYPE 11
TBC1D24	Deafness, autosomal dominant 65
TBC1D24	Myoclonic epilepsy, familial infantile
TBC1D24	Early infantile epileptic encephalopathy 16
TBC1D24	DOORS syndrome
TBC1D24	Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome
TBC1D24	Deafness, autosomal recessive 86
TBC1D4	Diabetes mellitus, noninsulin-dependent, 5
TBC1D7	Macrocephaly/megalencephaly syndrome, autosomal recessive
TBC1D8B	NEPHROTIC SYNDROME, TYPE 20
TBCD	Encephalopathy, progressive, early-onset, with brain atrophy and thin corpus callosum
TBCE	Autosomal recessive Kenny-Caffey syndrome
TBCE	Hypoparathyroidism-retardation-dysmorphism syndrome
TBCE	Encephalopathy, progressive, with amyotrophy and optic atrophy
TBCK	Hypotonia, infantile, with psychomotor retardation and characteristic facies 3
TBK1	Frontotemporal dementia and/or amyotrophic lateral sclerosis 4
TBK1	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 8
TBL1X	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 8
TBL1XR1	Mental retardation, autosomal dominant 41
TBL1XR1	Pierpont syndrome
TBL1Y	Deafness, Y-linked 2
TBP	Spinocerebellar ataxia type 17
TBP	Parkinson disease, late-onset
TBR1	Autism 5
TBX1	DiGeorge sequence
TBX1	Tetralogy of Fallot
TBX1	Shprintzen syndrome
TBX1	Conotruncal heart malformations
TBX15	Pelviscapular dysplasia
TBX18	Congenital anomalies of kidney and urinary tract type 2
TBX19	Adrenocorticotropic hormone deficiency
TBX2	VERTEBRAL ANOMALIES AND VARIABLE ENDOCRINE AND T-CELL DYSFUNCTION
TBX20	Atrial septal defect 4
TBX21	Asthma, nasal polyps, and aspirin intolerance
TBX22	Abruzzo-Erickson syndrome
TBX22	Cleft palate X-linked
TBX3	Ulnar-mammary syndrome
TBX4	Amelia, autosomal recessive
TBX4	Coxopodopatellar syndrome
TBX5	Holt-Oram syndrome
TBX6	Spondylocostal dysostosis 5
TBXA2R	Platelet-type bleeding disorder 13, susceptibility to
TBXAS1	Ghosal hematodiaphyseal dysplasia
TBXT	Sacral agenesis with vertebral anomalies
TBXT	Neural tube defect
TCAP	Autosomal recessive limb-girdle muscular dystrophy type 2G
TCAP	Primary familial hypertrophic cardiomyopathy
TCAP	Primary dilated cardiomyopathy
TCAP	Hypertrophic cardiomyopathy 25
TCF12	Craniosynostosis 3
TCF20	DEVELOPMENTAL DELAY WITH VARIABLE INTELLECTUAL IMPAIRMENT AND BEHAVIORAL ABNORMALITIES
TCF3	Agammaglobulinemia 8, autosomal dominant
TCF4	Corneal dystrophy, Fuchs endothelial, 3
TCF4	Pitt-Hopkins syndrome
TCF7L2	Diabetes mellitus type 2
TCHH	Uncombable hair syndrome 3
TCIRG1	Autosomal recessive osteopetrosis 1
TCN2	Transcolabamin II deficiency
TCOF1	Treacher Collins syndrome 1
TCTN1	Joubert syndrome 13
TCTN2	Joubert syndrome
TCTN2	Joubert syndrome 24
TCTN2	Meckel syndrome type 8
TCTN3	Joubert syndrome 18
TCTN3	Orofacial-digital syndrome IV
TCTN3	Joubert syndrome
TDO2	Hypertryptophanemia, familial
TDP1	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1
TDP2	Spinocerebellar ataxia, autosomal recessive 23
TDRD7	Cataract, autosomal recessive congenital 4
TDRD9	SPERMATOGENIC FAILURE 30
TEAD1	Sveinsson chorioretinal atrophy
TECPR2	Spastic paraplegia 49, autosomal recessive
TECR	Mental retardation, autosomal recessive 14
TECRL	Ventricular tachycardia, catecholaminergic polymorphic, 3
TECTA	Deafness, autosomal dominant 12
TECTA	Deafness, autosomal recessive 21
TEK	Multiple Cutaneous and Mucosal Venous Malformations
TEK	Glaucoma 3, primary infantile, b
TEK	Glaucoma 3, primary congenital, E
TELO2	You-Hoover-Fong syndrome
TENM3	Microphthalmia, isolated, with coloboma 9
TENM4	Tremor, hereditary essential, 5
TENT5A	Osteogenesis imperfecta, type 18
TERC	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 2
TERC	Dyskeratosis congenita, autosomal dominant 1
TERT	Dyskeratosis congenita, autosomal dominant 1
TERT	Dyskeratosis congenita, autosomal dominant, 2
TERT	Idiopathic fibrosing alveolitis, chronic form
TERT	Acute myeloid leukemia
TERT	Acute myeloid leukemia
TERT	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 1
TERT	Cutaneous malignant melanoma 9
TERT	Aplastic anemia
TET2	Myelodysplastic syndrome
TET3	BECK-FAHRNER SYNDROME
TEX11	Spermatogenic failure, X-linked, 2
TEX14	SPERMATOGENIC FAILURE 23
TEX15	SPERMATOGENIC FAILURE 25
TF	Atransferrinemia
TFAM	Mitochondrial DNA depletion syndrome 15 (hepatocerebral type)
TFAP2A	Branchiooculofacial syndrome
TFAP2A	Anophthalmia-microphthalmia syndrome
TFAP2B	Patent ductus arteriosus 2
TFAP2B	Char syndrome
TFE3	Renal cell carcinoma, Xp11-associated
TFG	Spastic paraplegia 57, autosomal recessive
TFG	Hereditary motor and sensory neuropathy, Okinawa type
TFR2	Hemochromatosis type 3
TFRC	Immunodeficiency 46
TG	Autoimmune thyroid disease 3
TG	Iodotyrosyl coupling defect
TGDS	Catel Manzke syndrome
TGFB1	Cystic fibrosis
TGFB1	Diaphyseal dysplasia
TGFB1	INFLAMMATORY BOWEL DISEASE, IMMUNODEFICIENCY, AND ENCEPHALOPATHY
TGFB2	Loeys-Dietz syndrome 4
TGFB3	Loeys-Dietz syndrome 5
TGFB3	Arrhythmogenic right ventricular dysplasia, familial 1
TGFBI	Corneal dystrophy, lattice type 3A
TGFBI	Corneal epithelial dystrophy
TGFBI	Thiel-Behnke corneal dystrophy
TGFBI	Avellino corneal dystrophy
TGFBI	Lattice corneal dystrophy Type I
TGFBI	Groenouw corneal dystrophy type I
TGFBI	Reis-Bucklers' corneal dystrophy
TGFBR1	Familial thoracic aortic aneurysm and aortic dissection
TGFBR1	Familial thoracic aortic aneurysm and aortic dissection
TGFBR1	Loeys-Dietz syndrome 1
TGFBR1	Familial keratoacanthoma
TGFBR2	Hereditary nonpolyposis colorectal cancer type 6
TGFBR2	Loeys-Dietz syndrome 2
TGFBR2	Malignant tumor of esophagus
TGFBR2	Familial thoracic aortic aneurysm and aortic dissection
TGFBR2	Familial thoracic aortic aneurysm and aortic dissection
TGIF1	Holoprosencephaly 4
TGM1	Autosomal recessive congenital ichthyosis 1
TGM3	Uncombable hair syndrome 2
TGM5	Peeling skin syndrome 2
TGM6	Spinocerebellar ataxia 35
TH	Segawa syndrome, autosomal recessive
THAP1	Torsion dystonia 6
THAP11	Disorders of Intracellular Cobalamin Metabolism
THBD	Thrombophilia due to thrombomodulin defect
THBD	Atypical hemolytic-uremic syndrome 6
THBS2	Intervertebral disc disorder
THG1L	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 28
THOC2	Mental retardation, X-linked 12
THOC6	Beaulieu-Boycott-Innes syndrome
THPO	Thrombocythemia 1
THRA	Hypothyroidism, congenital, nongoitrous, 6
THRB	Thyroid hormone resistance, selective pituitary
THRB	Thyroid hormone resistance, generalized, autosomal dominant
THRB	Thyroid hormone resistance, generalized, autosomal recessive
THSD1	ANEURYSM, INTRACRANIAL BERRY, 12
TIA1	Welander distal myopathy
TICAM1	Herpes simplex encephalitis, susceptibility to, 4
TIMM22	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 43
TIMM50	3-methylglutaconic aciduria type 9
TIMM8A	Deafness dystonia syndrome
TIMMDC1	Mitochondrial complex 1 deficiency, nuclear type 31
TIMP3	Sorsby fundus dystrophy
TINF2	Revesz syndrome
TINF2	Dyskeratosis congenita, autosomal dominant 1
TINF2	Dyskeratosis congenita, autosomal dominant, 3
TIRAP	Mycobacterium tuberculosis, susceptibility to
TIRAP	Susceptibility to malaria
TIRAP	Bacteremia, susceptibility to, 1
TJP2	Progressive familial intrahepatic cholestasis 4
TJP2	Hypercholanemia, familial
TK2	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 3
TK2	Mitochondrial DNA depletion syndrome 2
TKFC	TRIOKINASE AND FMN CYCLASE DEFICIENCY SYNDROME
TKT	Short stature, developmental delay, and congenital heart defects
TLE6	Preimplantation embryonic lethality 1
TLK2	MENTAL RETARDATION, AUTOSOMAL DOMINANT 57
TLL1	Atrial septal defect 6
TLR1	Leprosy 5
TLR2	Colorectal cancer
TLR2	Leprosy 3
TLR2	Mycobacterium tuberculosis, susceptibility to
TLR3	Human immunodeficiency virus type 1, susceptibility to
TLR3	Herpes simplex encephalitis 2
TLR5	Systemic lupus erythematosus 1
TLR5	Melioidosis, susceptibility to
TLR5	Legionellosis
TLR7	IMMUNODEFICIENCY 74, COVID19-RELATED, X-LINKED
TM4SF20	Specific language impairment 5
TMC1	Deafness, autosomal recessive 7
TMC1	Deafness, autosomal dominant 36
TMC6	EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 1
TMC8	EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 2
TMCO1	Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome
TMEM106B	LEUKODYSTROPHY, HYPOMYELINATING, 16
TMEM107	Meckel syndrome 13
TMEM107	Orofaciodigital syndrome 16
TMEM126A	Optic atrophy 7
TMEM126B	Mitochondrial complex 1 deficiency, nuclear type 29
TMEM127	Pheochromocytoma
TMEM132E	DEAFNESS, AUTOSOMAL RECESSIVE 99
TMEM138	Joubert syndrome
